From	Entry	Protein names	Gene Names	Function [CC]	Gene Ontology (cellular component)	Interacts with
SAP18	U3KPY7	18 kDa Sin3-associated polypeptide	SAP18			
SAP18	U3KQ12	18 kDa Sin3-associated polypeptide	SAP18			
SHMT2	P34897	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHMT2	FUNCTION: Catalyzes the cleavage of serine to glycine accompanied with the production of 5,10-methylenetetrahydrofolate, an essential intermediate for purine biosynthesis (PubMed:24075985, PubMed:25619277, PubMed:29364879, PubMed:33015733). Serine provides the major source of folate one-carbon in cells by catalyzing the transfer of one carbon from serine to tetrahydrofolate (PubMed:25619277). Contributes to the de novo mitochondrial thymidylate biosynthesis pathway via its role in glycine and tetrahydrofolate metabolism: thymidylate biosynthesis is required to prevent uracil accumulation in mtDNA (PubMed:21876188). Also required for mitochondrial translation by producing 5,10-methylenetetrahydrofolate; 5,10-methylenetetrahydrofolate providing methyl donors to produce the taurinomethyluridine base at the wobble position of some mitochondrial tRNAs (PubMed:29364879, PubMed:29452640). Associates with mitochondrial DNA (PubMed:18063578). In addition to its role in mitochondria, also plays a role in the deubiquitination of target proteins as component of the BRISC complex: required for IFNAR1 deubiquitination by the BRISC complex (PubMed:24075985). {ECO:0000269|PubMed:18063578, ECO:0000269|PubMed:21876188, ECO:0000269|PubMed:24075985, ECO:0000269|PubMed:25619277, ECO:0000269|PubMed:29364879, ECO:0000269|PubMed:29452640, ECO:0000269|PubMed:33015733}.	BRISC complex [GO:0070552]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule cytoskeleton [GO:0015630]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	Q15041; P46736; Q9Y376; Q96DZ9; Q96DZ9-2; Q8IZU9; Q969L2; P34897
SHMT2	A0A0S2Z4J2	Serine hydroxymethyltransferase 2 isoform 2	SHMT2			
SHMT2	B4DLV4	Serine hydroxymethyltransferase (EC 2.1.2.1)	SHMT2 hCG_41231	FUNCTION: Interconversion of serine and glycine. {ECO:0000256|RuleBase:RU000585}.		
SHMT2	G3V241	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	G3V2D2	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2			
SHMT2	G3V2E4	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2			
SHMT2	G3V2W0	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	G3V2Y1	Serine hydroxymethyltransferase 2	SHMT2			
SHMT2	G3V2Y4	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		mitochondrion [GO:0005739]	
SHMT2	G3V3C6	Serine hydroxymethyltransferase 2	SHMT2			
SHMT2	G3V3Y8	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	G3V4T0	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	G3V4W5	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	G3V4X0	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	G3V540	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2			
SHMT2	G3V5L0	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2		microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]	
SHMT2	H0YIZ0	Glycine hydroxymethyltransferase (Serine methylase)	SHMT2			
SHMT2	Q5BJF5	Serine hydroxymethyltransferase (EC 2.1.2.1)	SHMT2	FUNCTION: Interconversion of serine and glycine. {ECO:0000256|RuleBase:RU000585}.		
SHMT2	V9HW06	Serine hydroxymethyltransferase (EC 2.1.2.1)	HEL-S-51e SHMT2 hCG_41231	FUNCTION: Interconversion of serine and glycine. {ECO:0000256|RuleBase:RU000585}.	microtubule cytoskeleton [GO:0015630]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	
SLC25A11	Q02978	Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)	SLC25A11 SLC20A4	FUNCTION: Catalyzes the transport of 2-oxoglutarate (alpha-oxoglutarate) across the inner mitochondrial membrane in an electroneutral exchange for malate. Can also exchange 2-oxoglutarate for other dicarboxylic acids such as malonate, succinate, maleate and oxaloacetate, although with lower affinity. Contributes to several metabolic processes, including the malate-aspartate shuttle, the oxoglutarate/isocitrate shuttle, in gluconeogenesis from lactate, and in nitrogen metabolism (By similarity). Maintains mitochondrial fusion and fission events, and the organization and morphology of cristae (PubMed:21448454). Involved in the regulation of apoptosis (By similarity). Helps protect from cytotoxic-induced apoptosis by modulating glutathione levels in mitochondria (By similarity). {ECO:0000250|UniProtKB:P22292, ECO:0000250|UniProtKB:P97700, ECO:0000250|UniProtKB:Q9CR62, ECO:0000269|PubMed:21448454}.	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	O43865; P27797; P12830; Q15078; P36957; P42858; Q8TDX7; A0A096LP01
SLC25A11	I3L1P8	Solute carrier family 25 member 11	SLC25A11		membrane [GO:0016020]; mitochondrion [GO:0005739]	
SLC25A11	Q6IBH0	SLC25A11 protein (Solute carrier family 25 (Mitochondrial carrier oxoglutarate carrier), member 11, isoform CRA_b) (cDNA FLJ76014, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 (SLC25A11), mRNA)	SLC25A11 hCG_32694		mitochondrial inner membrane [GO:0005743]	
SLC25A5	P05141	ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]	SLC25A5 AAC2 ANT2	FUNCTION: ADP:ATP antiporter that mediates import of ADP into the mitochondrial matrix for ATP synthesis, and export of ATP out to fuel the cell (By similarity). Cycles between the cytoplasmic-open state (c-state) and the matrix-open state (m-state): operates by the alternating access mechanism with a single substrate-binding site intermittently exposed to either the cytosolic (c-state) or matrix (m-state) side of the inner mitochondrial membrane (By similarity). In addition to its ADP:ATP antiporter activity, also involved in mitochondrial uncoupling and mitochondrial permeability transition pore (mPTP) activity (By similarity). Plays a role in mitochondrial uncoupling by acting as a proton transporter: proton transport uncouples the proton flows via the electron transport chain and ATP synthase to reduce the efficiency of ATP production and cause mitochondrial thermogenesis (By similarity). Proton transporter activity is inhibited by ADP:ATP antiporter activity, suggesting that SLC25A5/ANT2 acts as a master regulator of mitochondrial energy output by maintaining a delicate balance between ATP production (ADP:ATP antiporter activity) and thermogenesis (proton transporter activity) (By similarity). Proton transporter activity requires free fatty acids as cofactor, but does not transport it (By similarity). Probably mediates mitochondrial uncoupling in tissues that do not express UCP1 (By similarity). Also plays a key role in mPTP opening, a non-specific pore that enables free passage of the mitochondrial membranes to solutes of up to 1.5 kDa, and which contributes to cell death (PubMed:31883789). It is however unclear if SLC25A5/ANT2 constitutes a pore-forming component of mPTP or regulates it (By similarity). Acts as a regulator of mitophagy independently of ADP:ATP antiporter activity: promotes mitophagy via interaction with TIMM44, leading to inhibit the presequence translocase TIMM23, thereby promoting stabilization of PINK1 (By similarity). As part of the mitotic spindle-associated MMXD complex it may play a role in chromosome segregation (PubMed:20797633). {ECO:0000250|UniProtKB:G2QNH0, ECO:0000250|UniProtKB:P51881, ECO:0000269|PubMed:20797633, ECO:0000269|PubMed:31883789}.	membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739]; MMXD complex [GO:0071817]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	Q7Z695; Q5S007; Q9Y6E7; Q8N357
SLC25A5	Q6NVC0	ADP/ATP translocase (ADP,ATP carrier protein)	SLC25A5	FUNCTION: Catalyzes the exchange of ADP and ATP across the membrane. {ECO:0000256|RuleBase:RU368008}.	mitochondrial inner membrane [GO:0005743]	
SMN1	Q16637	Survival motor neuron protein (Component of gems 1) (Gemin-1)	SMN1 SMN SMNT; SMN2 SMNC	FUNCTION: The SMN complex catalyzes the assembly of small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome, and thereby plays an important role in the splicing of cellular pre-mRNAs (PubMed:18984161, PubMed:9845364). Most spliceosomal snRNPs contain a common set of Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP (Sm core) (PubMed:18984161). In the cytosol, the Sm proteins SNRPD1, SNRPD2, SNRPE, SNRPF and SNRPG are trapped in an inactive 6S pICln-Sm complex by the chaperone CLNS1A that controls the assembly of the core snRNP (PubMed:18984161). To assemble core snRNPs, the SMN complex accepts the trapped 5Sm proteins from CLNS1A forming an intermediate (PubMed:18984161). Within the SMN complex, SMN1 acts as a structural backbone and together with GEMIN2 it gathers the Sm complex subunits (PubMed:17178713, PubMed:21816274, PubMed:22101937). Binding of snRNA inside 5Sm ultimately triggers eviction of the SMN complex, thereby allowing binding of SNRPD3 and SNRPB to complete assembly of the core snRNP (PubMed:31799625). Ensures the correct splicing of U12 intron-containing genes that may be important for normal motor and proprioceptive neurons development (PubMed:23063131). Also required for resolving RNA-DNA hybrids created by RNA polymerase II, that form R-loop in transcription terminal regions, an important step in proper transcription termination (PubMed:26700805). May also play a role in the metabolism of small nucleolar ribonucleoprotein (snoRNPs). {ECO:0000269|PubMed:17178713, ECO:0000269|PubMed:18984161, ECO:0000269|PubMed:21816274, ECO:0000269|PubMed:22101937, ECO:0000269|PubMed:23063131, ECO:0000269|PubMed:26700805, ECO:0000269|PubMed:31799625, ECO:0000269|PubMed:9845364}.	axon [GO:0030424]; Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; neuron projection [GO:0043005]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; Z disc [GO:0030018]	Q6PCB6; Q96GX9; Q96DX5; Q8WXF7; Q9UL45; Q13895; Q96FZ7; Q9Y3Y2; Q9Y3Y2-3; P38432; Q9NR90-2; Q9UHI6; Q08426; O75616; Q8IZU0; Q9UHY8; Q9BVV2; Q6PIV2; P35637; P06241-3; O14893; Q8TEQ6; Q8WVV9-3; Q9BUJ2; P09017; Q6DN90-2; Q8NA54; Q14974-1; Q3SY46; Q8IUB9; Q3LI72; Q3LI70; Q3SYF9; Q3LI59; Q3LI64; Q3LI66; Q8IUC2; Q9Y5V3; Q99683; Q15759; Q9UBB5; Q8TDB4; O43196-2; Q9NV92; Q9NPJ8-3; O75925; O15160; P24928; O75817; Q13427; Q86UA1; P57729; Q7Z333; Q13435; Q2NKQ1-4; Q12824; Q16637; Q16637-3; P08621; P62314; P55769; O60749; Q5MJ10; Q7Z6I5; P37802; Q9NX07-2; Q99598; Q548N1; Q9UK41; Q9BUR4; Q9VV74; A0A142I5B9; O14893; P01023; P50570-2; Q8TB36; O43464; P42858; Q14974; P51608; P14678-1; Q9UK41
SMN1	A0A0G2JQN8	Survival motor neuron protein	SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	A0A0G2JRX5	Survival motor neuron protein	SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	A0A0G2JRY6	Survival motor neuron protein	SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	A0A3G6V326	Survival of motor neuron 1 isoform D2B3457 (Survival of motor neuron 2 isoform D2B3457)	SMN1 SMN2		nucleus [GO:0005634]	
SMN1	A0A3G6V344	Survival of motor neuron 1 isoform D2A3457 (Survival of motor neuron 2 isoform D2A3457)	SMN1 SMN2		nucleus [GO:0005634]	
SMN1	A0A3G6V3P1	Survival of motor neuron 1 isoform D3457 (Survival of motor neuron 2 isoform D3457)	SMN2 SMN1		nucleus [GO:0005634]	
SMN1	A0A3G6V4Y6	Survival of motor neuron 1 isoform D2A2B345 (Survival of motor neuron 2 isoform D2A2B345)	SMN1 SMN2		nucleus [GO:0005634]	
SMN1	A0A3G6V5W2	Survival of motor neuron 1 isoform D2A2B3457 (Survival of motor neuron 2 isoform D2A2B3457)	SMN2 SMN1		nucleus [GO:0005634]	
SMN1	A0A3G6V6Q6	Survival of motor neuron 1 isoform D347 (Survival of motor neuron 2 isoform D347)	SMN1 SMN2		nucleus [GO:0005634]	
SMN1	A0A3G6V713	Survival of motor neuron 1 isoform D345 (Survival of motor neuron 2 isoform D345)	SMN2 SMN1		nucleus [GO:0005634]	
SMN1	A0A411D760	Survival motor neuron 1	SMN1			
SMN1	B4DP61	Survival of motor neuron 1, telomeric (Survival of motor neuron 2, centromeric) (cDNA FLJ60754, moderately similar to Survival motor neuron protein)	SMN1 SMN2		nucleus [GO:0005634]	
SMN1	E7EQZ4	Survival motor neuron protein	SMN1 SMN2		Cajal body [GO:0015030]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; nuclear body [GO:0016604]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	H0YBZ9	Survival of motor neuron 1, telomeric (Survival of motor neuron 2, centromeric)	SMN2 SMN1			
SMN1	I2E4S7	Survival motor neuron 1 protein isoform e (Survival motor neuron protein isoform e)	SMN2 SMN1		nucleus [GO:0005634]	
SMN1	I2E4S9	Survival motor neuron protein isoform i	SMN2 SMN1		nucleus [GO:0005634]	
SMN1	I2E4T1	Survival motor neuron protein	SMN2 SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	I2E4T2	Survival motor neuron 1 protein isoform g (Survival motor neuron protein isoform g)	SMN2 SMN1		nucleus [GO:0005634]	
SMN1	I2E4T3	Survival motor neuron protein isoform h	SMN1 SMN2		nucleus [GO:0005634]	
SMN1	I3QJX8	Survival motor neuron protein	SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	I3QJX9	Survival motor neuron protein	SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SMN1	I4BZJ7	Survival motor neuron protein isoform l	SMN1		nucleus [GO:0005634]	
SMN1	I6T6Y4	Survival motor neuron protein	SMN2 SMN1		Cajal body [GO:0015030]; Gemini of coiled bodies [GO:0097504]; perikaryon [GO:0043204]; Z disc [GO:0030018]	
SNRPD2	P62316	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SNRPD2 SNRPD1	FUNCTION: Plays a role in pre-mRNA splicing as a core component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome (PubMed:11991638, PubMed:18984161, PubMed:19325628, PubMed:23333303, PubMed:25555158, PubMed:26912367, PubMed:28076346, PubMed:28502770, PubMed:28781166, PubMed:32494006). Component of both the pre-catalytic spliceosome B complex and activated spliceosome C complexes (PubMed:11991638, PubMed:28076346, PubMed:28502770, PubMed:28781166). As a component of the minor spliceosome, involved in the splicing of U12-type introns in pre-mRNAs (PubMed:15146077). {ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:15146077, ECO:0000269|PubMed:18984161, ECO:0000269|PubMed:19325628, ECO:0000269|PubMed:23333303, ECO:0000269|PubMed:25555158, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:32494006}.	catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; methylosome [GO:0034709]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; small nuclear ribonucleoprotein complex [GO:0030532]; SMN-Sm protein complex [GO:0034719]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U2-type catalytic step 2 spliceosome [GO:0071007]; U2-type precatalytic spliceosome [GO:0071005]; U2-type spliceosomal complex [GO:0005684]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]	P54253; Q8NHQ1; Q9BW66; P54105; Q8WXD5; P42858; Q9Y333; P62312; Q15428; P62314; P62306; Q5MJ10; Q9Y3F4
SNRPD2	K7EJB5	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SNRPD2	FUNCTION: Plays a role in pre-mRNA splicing as a core component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Component of both the pre-catalytic spliceosome B complex and activated spliceosome C complexes. As a component of the minor spliceosome, involved in the splicing of U12-type introns in pre-mRNAs. {ECO:0000256|RuleBase:RU365051}.	cytosol [GO:0005829]; small nuclear ribonucleoprotein complex [GO:0030532]	
